State,Year,Group_Name,Sub_Group_Name,Property Recovered,Property Stolen,Value of Property Recovered,Value of Property Stolen
Alaska,2007,Other heads of Property,Other Property,327,678,"4,11,26,788.80","5,49,94,237.10"
Arkansas,2007,Other heads of Property,Other Property,1970,3891,"26,29,49,136.00","4,09,52,91,904.00"
Ohio,2007,Other heads of Property,Other Property,#VALUE!,286,#VALUE!,"9,51,27,400.50"
West Virginia,2007,Other heads of Property,Other Property,14,27,"6,96,216.00","33,81,013.90"
Utah,2007,Other heads of Property,Other Property,64,87,"3,13,650.00","21,04,933.60"
North Dakota,2007,Other heads of Property,Other Property,6,7,"4,39,224.00","4,16,702.00"
Louisiana,2007,Other heads of Property,Other Property,92,1023,"14,72,940.00","78,23,385.90"
Pennsylvania,2007,Other heads of Property,Other Property,1,3,"36,000.00","69,850.00"
Oregon,2007,Other heads of Property,Other Property,972,797,"12,52,32,727.20","9,58,26,215.10"
Vermont,2007,Other heads of Property,Other Property,501,804,"1,76,42,856.00","1,63,96,934.40"
Guam,2007,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wisconsin,2007,Other heads of Property,Other Property,91,87,"3,46,28,676.00","3,24,42,115.20"
Oklahoma,2007,Other heads of Property,Other Property,3,17,"3,600.00","6,77,919.00"
District of Columbia,2007,Other heads of Property,Other Property,554,473,"5,18,18,356.80","3,53,73,035.50"
Texas,2007,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New Mexico,2007,Other heads of Property,Other Property,511,1606,"4,86,79,261.20","20,20,66,981.60"
Nevada,2008,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Montana,2008,Other heads of Property,Other Property,471,564,"1,34,88,176.40","1,74,56,038.60"
Maryland,2008,Other heads of Property,Other Property,29,38,"11,62,545.60","33,71,629.80"
Delaware,2008,Other heads of Property,Other Property,418,1000,"29,28,968.40","3,78,90,618.70"
Florida,2008,Other heads of Property,Other Property,220,913,"28,74,394.80","75,69,009.80"
Colorado,2008,Other heads of Property,Other Property,107,187,"11,12,820.00","20,27,685.00"
South Dakota,2008,Other heads of Property,Other Property,83,128,"31,30,897.20","4,29,90,272.60"
California,2008,Other heads of Property,Other Property,13,20,"51,766.80","96,10,692.30"
Hawaii,2008,Other heads of Property,Other Property,1,3,"2,400.00","1,31,939.50"
New York,2008,Other heads of Property,Other Property,850,2440,"1,28,31,337.20","2,34,98,92,055.50"
Idaho,2008,Other heads of Property,Other Property,1,60,"1,08,000.00","2,73,49,093.20"
Minnesota,2008,Other heads of Property,Other Property,475,754,"3,63,89,190.00","65,19,87,292.00"
Georgia,2008,Other heads of Property,Other Property,727,838,"9,27,97,665.60","9,71,80,609.90"
Kansas,2008,Other heads of Property,Other Property,10,61,"6,10,713.60","70,92,100.40"
Indiana,2008,Other heads of Property,Other Property,106,172,"26,65,953.60","54,93,650.80"
South Carolina,2008,Other heads of Property,Other Property,11,133,"1,95,933.60","7,16,98,914.10"
Michigan,2008,Other heads of Property,Other Property,126,428,"1,65,62,037.60","20,15,62,953.90"
Missouri,2008,Other heads of Property,Other Property,72,1980,"1,47,34,050.00","1,04,44,11,808.00"
Arizona,2008,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2008,Other heads of Property,Other Property,266,484,"1,43,78,031.60","3,35,67,802.40"
Arkansas,2008,Other heads of Property,Other Property,1902,4416,"20,29,84,239.60","7,55,65,04,934.00"
Ohio,2008,Other heads of Property,Other Property,2,303,"2,46,000.00","5,84,45,218.70"
West Virginia,2008,Other heads of Property,Other Property,57,234,"14,99,906.40","73,97,892.70"
Utah,2008,Other heads of Property,Other Property,32,40,"2,54,494.80","2,73,212.50"
North Dakota,2008,Other heads of Property,Other Property,3,4,"1,88,400.00","3,19,110.00"
Louisiana,2008,Other heads of Property,Other Property,38,77,"3,93,727.20","3,34,37,738.40"
Pennsylvania,2008,Other heads of Property,Other Property,2,2,"7,77,600.00","7,12,800.00"
Oregon,2008,Other heads of Property,Other Property,1230,944,"15,77,41,270.80","13,58,60,953.80"
Vermont,2008,Other heads of Property,Other Property,87,155,"3,00,97,105.20","9,31,44,686.80"
Guam,2008,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wisconsin,2008,Other heads of Property,Other Property,100,89,"91,44,156.00","99,35,882.00"
Oklahoma,2008,Other heads of Property,Other Property,6,30,"17,400.00","13,60,337.00"
District of Columbia,2008,Other heads of Property,Other Property,256,224,"3,43,35,829.20","3,40,71,823.50"
Texas,2008,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New Mexico,2008,Other heads of Property,Other Property,777,2009,"4,13,78,682.00","27,36,28,309.90"
Nevada,2009,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Montana,2009,Other heads of Property,Other Property,320,370,"1,29,50,348.40","2,03,82,961.50"
Maryland,2009,Other heads of Property,Other Property,5,17,"28,908.00","40,54,975.10"
Delaware,2009,Other heads of Property,Other Property,256,649,"71,36,234.40","67,44,437.70"
Florida,2009,Other heads of Property,Other Property,322,908,"14,53,932.00","68,62,257.60"
Colorado,2009,Other heads of Property,Other Property,90,199,"21,14,058.00","34,88,908.50"
South Dakota,2009,Other heads of Property,Other Property,116,132,"41,47,027.20","3,78,73,766.70"
California,2009,Other heads of Property,Other Property,13,17,"8,10,525.60","2,50,04,016.40"
Hawaii,2009,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New York,2009,Other heads of Property,Other Property,1008,1993,"2,72,47,604.40","5,78,59,32,213.60"
Idaho,2009,Other heads of Property,Other Property,6,34,"5,92,680.00","6,54,53,598.10"
Minnesota,2009,Other heads of Property,Other Property,407,685,"1,46,13,106.80","46,86,19,179.60"
Georgia,2009,Other heads of Property,Other Property,673,861,"4,43,15,956.80","6,00,47,329.10"
Kansas,2009,Other heads of Property,Other Property,18,78,"37,61,293.20","18,64,67,947.60"
Indiana,2009,Other heads of Property,Other Property,74,150,"68,93,810.40","1,23,25,773.90"
South Carolina,2009,Other heads of Property,Other Property,55,210,"47,92,824.00","1,22,12,744.50"
Michigan,2009,Other heads of Property,Other Property,377,751,"3,30,77,637.60","13,21,41,145.40"
Missouri,2009,Other heads of Property,Other Property,269,2010,"2,82,28,956.00","2,12,52,75,985.80"
Arizona,2009,Other heads of Property,Other Property,8,37,"2,40,000.00","22,00,000.00"
Alaska,2009,Other heads of Property,Other Property,352,653,"1,53,35,563.20","4,49,86,973.90"
Arkansas,2009,Other heads of Property,Other Property,2154,4759,"23,69,91,164.40","7,18,23,97,002.00"
Ohio,2009,Other heads of Property,Other Property,15,181,"5,62,37,844.00","9,58,37,344.90"
West Virginia,2009,Other heads of Property,Other Property,10,67,"64,824.00","29,23,540.40"
Utah,2009,Other heads of Property,Other Property,28,30,"4,63,016.40","32,72,443.90"
North Dakota,2009,Other heads of Property,Other Property,11,200,"33,68,460.00","1,19,38,900.60"
Louisiana,2009,Other heads of Property,Other Property,17,132,"17,60,160.00","2,20,61,94,296.90"
Pennsylvania,2009,Other heads of Property,Other Property,2,2,"66,000.00","60,500.00"
Oregon,2009,Other heads of Property,Other Property,1278,1000,"27,01,55,695.20","17,39,55,030.70"
Vermont,2009,Other heads of Property,Other Property,95,139,"2,34,81,078.00","2,29,66,696.50"
Guam,2009,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wisconsin,2009,Other heads of Property,Other Property,98,94,"2,70,27,408.00","3,92,48,638.00"
Oklahoma,2009,Other heads of Property,Other Property,4,38,"96,000.00","2,03,390.00"
District of Columbia,2009,Other heads of Property,Other Property,199,189,"3,08,09,116.80","3,59,07,537.60"
Texas,2009,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New Mexico,2009,Other heads of Property,Other Property,1069,1924,"6,66,66,672.00","25,68,49,606.20"
Nevada,2010,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Montana,2010,Other heads of Property,Other Property,98,714,"92,34,192.00","2,10,01,486.00"
Maryland,2010,Other heads of Property,Other Property,6,27,"11,95,104.00","2,42,47,428.70"
Delaware,2010,Other heads of Property,Other Property,107,403,"59,79,274.80","1,66,44,391.50"
Florida,2010,Other heads of Property,Other Property,139,419,"9,51,577.20","87,42,409.50"
Colorado,2010,Other heads of Property,Other Property,111,207,"30,15,396.00","44,44,847.00"
South Dakota,2010,Other heads of Property,Other Property,103,156,"1,18,79,762.40","4,34,92,299.40"
California,2010,Other heads of Property,Other Property,9,15,"8,71,645.20","1,72,70,234.30"
Hawaii,2010,Other heads of Property,Other Property,#VALUE!,1,#VALUE!,#VALUE!
New York,2010,Other heads of Property,Other Property,1035,2230,"5,02,84,386.00","2,42,70,86,501.40"
Idaho,2010,Other heads of Property,Other Property,7,33,"2,51,760.00","4,65,03,659.40"
Minnesota,2010,Other heads of Property,Other Property,351,612,"4,34,15,506.80","1,56,17,86,194.10"
Georgia,2010,Other heads of Property,Other Property,740,1032,"4,77,68,508.00","5,58,60,849.00"
Kansas,2010,Other heads of Property,Other Property,14,38,"3,03,937.20","75,04,018.50"
Indiana,2010,Other heads of Property,Other Property,6,5,"41,280.00","53,240.00"
South Carolina,2010,Other heads of Property,Other Property,98,364,"65,74,018.80","99,65,299.30"
Michigan,2010,Other heads of Property,Other Property,388,819,"4,21,23,712.80","26,59,36,556.60"
Missouri,2010,Other heads of Property,Other Property,444,2202,"1,93,10,782.80","1,91,03,54,949.80"
Arizona,2010,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2010,Other heads of Property,Other Property,289,458,"1,63,64,534.40","4,06,02,196.80"
Arkansas,2010,Other heads of Property,Other Property,2844,5371,"76,74,77,629.20","5,41,67,16,349.00"
Ohio,2010,Other heads of Property,Other Property,4,133,"6,25,080.00","4,03,04,712.80"
West Virginia,2010,Other heads of Property,Other Property,8,23,"25,05,654.00","1,12,32,485.00"
Utah,2010,Other heads of Property,Other Property,70,76,"43,08,441.60","45,43,212.30"
North Dakota,2010,Other heads of Property,Other Property,26,231,"43,41,324.00","14,02,25,686.70"
Louisiana,2010,Other heads of Property,Other Property,72,160,"20,86,980.00","4,14,30,734.40"
Pennsylvania,2010,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Oregon,2010,Other heads of Property,Other Property,1380,1082,"33,10,12,016.40","18,79,63,050.00"
Vermont,2010,Other heads of Property,Other Property,1491,1333,"4,39,23,774.00","4,08,73,834.10"
Guam,2010,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wisconsin,2010,Other heads of Property,Other Property,142,130,"3,73,01,762.40","3,60,77,061.90"
Oklahoma,2010,Other heads of Property,Other Property,9,110,"90,240.00","33,93,618.80"
District of Columbia,2010,Other heads of Property,Other Property,471,397,"4,94,82,844.80","5,75,60,077.30"
Texas,2010,Other heads of Property,Other Property,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New Mexico,2010,Other heads of Property,Other Property,466,1615,"39,79,27,418.40","1,20,14,23,146.00"
Nevada,2001,Robbery - Property,Robbery,2,3,"2,400.00","44,000.00"
Montana,2001,Robbery - Property,Robbery,299,529,"85,79,172.00","2,51,59,504.70"
Maryland,2001,Robbery - Property,Robbery,31,71,"17,24,367.60","27,88,982.90"
Delaware,2001,Robbery - Property,Robbery,149,584,"45,28,202.40","1,79,70,620.80"
Florida,2001,Robbery - Property,Robbery,450,1871,"1,53,93,152.40","5,67,53,566.10"
Colorado,2001,Robbery - Property,Robbery,15,19,"6,47,892.00","7,99,733.00"
South Dakota,2001,Robbery - Property,Robbery,187,287,"20,37,312.00","47,54,241.80"
California,2001,Robbery - Property,Robbery,2,2,"8,19,090.00","7,50,832.50"
Hawaii,2001,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New York,2001,Robbery - Property,Robbery,267,530,"71,20,722.00","7,29,73,150.80"
Idaho,2001,Robbery - Property,Robbery,11,20,"7,68,936.00","22,49,912.50"
Minnesota,2001,Robbery - Property,Robbery,420,810,"1,69,49,925.60","4,45,74,566.30"
Georgia,2001,Robbery - Property,Robbery,282,332,"3,15,70,443.60","4,28,47,568.50"
Kansas,2001,Robbery - Property,Robbery,13,22,"14,15,474.40","20,50,515.50"
Indiana,2001,Robbery - Property,Robbery,41,137,"61,33,716.00","1,11,33,433.30"
South Carolina,2001,Robbery - Property,Robbery,111,399,"33,11,860.80","1,41,43,943.00"
Michigan,2001,Robbery - Property,Robbery,390,720,"1,34,62,318.80","3,32,25,265.70"
Missouri,2001,Robbery - Property,Robbery,213,401,"86,90,414.40","1,67,15,913.50"
Arizona,2001,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2001,Robbery - Property,Robbery,1023,1499,"3,11,53,041.60","5,41,03,369.10"
Arkansas,2001,Robbery - Property,Robbery,1224,1849,"5,19,25,257.60","16,86,63,995.50"
Ohio,2001,Robbery - Property,Robbery,3,16,"8,40,000.00","26,29,147.40"
West Virginia,2001,Robbery - Property,Robbery,20,106,"5,21,640.00","30,34,759.20"
Utah,2001,Robbery - Property,Robbery,5,9,"7,05,864.00","8,74,632.00"
North Dakota,2001,Robbery - Property,Robbery,17,60,"20,40,816.00","88,97,758.10"
Louisiana,2001,Robbery - Property,Robbery,504,808,"89,23,665.60","2,85,30,874.90"
Pennsylvania,2001,Robbery - Property,Robbery,3,3,"3,65,700.00","3,81,425.00"
Oregon,2001,Robbery - Property,Robbery,82,111,"27,74,763.60","1,27,71,567.60"
Vermont,2001,Robbery - Property,Robbery,466,639,"3,54,13,270.80","4,40,22,214.50"
Guam,2001,Robbery - Property,Robbery,1,2,720,"3,960.00"
Wisconsin,2001,Robbery - Property,Robbery,465,570,"1,58,35,712.40","3,39,17,814.70"
Oklahoma,2001,Robbery - Property,Robbery,6,54,"16,380.00","7,66,733.00"
District of Columbia,2001,Robbery - Property,Robbery,1240,2627,"8,70,27,441.60","19,87,53,414.20"
Texas,2001,Robbery - Property,Robbery,74,162,"26,34,753.60","72,39,024.10"
New Mexico,2001,Robbery - Property,Robbery,203,561,"1,04,00,044.80","2,91,35,464.60"
Nevada,2002,Robbery - Property,Robbery,6,6,"47,220.00","54,230.00"
Montana,2002,Robbery - Property,Robbery,300,540,"86,18,928.00","2,14,18,806.20"
Maryland,2002,Robbery - Property,Robbery,21,82,"9,13,776.00","25,63,887.70"
Delaware,2002,Robbery - Property,Robbery,171,516,"44,10,273.60","1,43,49,788.20"
Florida,2002,Robbery - Property,Robbery,430,1944,"1,55,97,690.00","5,95,28,079.60"
Colorado,2002,Robbery - Property,Robbery,18,22,"3,02,130.00","6,05,925.10"
South Dakota,2002,Robbery - Property,Robbery,186,277,"33,76,410.00","90,91,251.40"
California,2002,Robbery - Property,Robbery,#VALUE!,1,#VALUE!,"3,10,200.00"
Hawaii,2002,Robbery - Property,Robbery,#VALUE!,1,#VALUE!,"17,600.00"
New York,2002,Robbery - Property,Robbery,386,427,"60,60,038.40","6,02,98,506.40"
Idaho,2002,Robbery - Property,Robbery,11,19,"2,04,492.00","4,51,891.00"
Minnesota,2002,Robbery - Property,Robbery,463,909,"1,45,82,868.00","5,54,89,001.70"
Georgia,2002,Robbery - Property,Robbery,254,281,"4,07,06,419.20","5,53,77,077.80"
Kansas,2002,Robbery - Property,Robbery,6,13,"5,36,862.00","11,79,077.90"
Indiana,2002,Robbery - Property,Robbery,36,139,"27,56,340.00","79,94,659.20"
South Carolina,2002,Robbery - Property,Robbery,185,663,"43,65,676.80","3,58,85,274.70"
Michigan,2002,Robbery - Property,Robbery,491,826,"2,92,35,694.80","4,53,96,382.90"
Missouri,2002,Robbery - Property,Robbery,248,502,"77,84,440.80","2,42,42,177.30"
Arizona,2002,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2002,Robbery - Property,Robbery,1048,1555,"4,15,18,352.40","6,35,60,860.00"
Arkansas,2002,Robbery - Property,Robbery,1098,1777,"5,49,43,977.60","16,39,07,269.90"
Ohio,2002,Robbery - Property,Robbery,#VALUE!,5,#VALUE!,"32,549.00"
West Virginia,2002,Robbery - Property,Robbery,20,93,"14,37,482.40","35,76,163.80"
Utah,2002,Robbery - Property,Robbery,4,6,"12,360.00","66,330.00"
North Dakota,2002,Robbery - Property,Robbery,32,92,"8,34,120.00","90,88,318.80"
Louisiana,2002,Robbery - Property,Robbery,517,794,"1,53,88,984.80","3,04,42,121.60"
Pennsylvania,2002,Robbery - Property,Robbery,4,5,"5,02,800.00","4,64,750.00"
Oregon,2002,Robbery - Property,Robbery,87,94,"1,00,97,832.00","2,45,13,644.10"
Vermont,2002,Robbery - Property,Robbery,393,541,"5,06,80,425.60","5,79,37,808.50"
Guam,2002,Robbery - Property,Robbery,3,3,"2,65,200.00","3,74,000.00"
Wisconsin,2002,Robbery - Property,Robbery,490,553,"1,95,39,565.20","3,04,63,297.70"
Oklahoma,2002,Robbery - Property,Robbery,11,48,"56,392.80","6,20,318.60"
District of Columbia,2002,Robbery - Property,Robbery,1023,1897,"9,36,83,779.20","14,29,40,666.00"
Texas,2002,Robbery - Property,Robbery,72,137,"18,95,004.00","72,30,789.50"
New Mexico,2002,Robbery - Property,Robbery,199,462,"1,05,11,126.40","2,96,93,007.30"
Nevada,2003,Robbery - Property,Robbery,6,6,"1,94,820.00","3,80,512.00"
Montana,2003,Robbery - Property,Robbery,333,544,"91,51,761.60","2,45,77,661.90"
Maryland,2003,Robbery - Property,Robbery,13,51,"2,75,710.80","14,10,541.00"
Delaware,2003,Robbery - Property,Robbery,119,445,"50,71,339.20","1,76,01,839.20"
Florida,2003,Robbery - Property,Robbery,346,2094,"1,16,37,793.20","6,47,42,697.80"
Colorado,2003,Robbery - Property,Robbery,8,10,"7,58,808.00","8,25,374.00"
South Dakota,2003,Robbery - Property,Robbery,177,281,"39,38,991.60","95,74,305.40"
California,2003,Robbery - Property,Robbery,6,5,"4,00,800.00","3,70,920.00"
Hawaii,2003,Robbery - Property,Robbery,#VALUE!,1,#VALUE!,#VALUE!
New York,2003,Robbery - Property,Robbery,357,375,"49,40,040.00","4,48,58,235.40"
Idaho,2003,Robbery - Property,Robbery,11,18,"95,412.00","9,58,485.00"
Minnesota,2003,Robbery - Property,Robbery,518,1055,"1,99,71,241.20","5,29,79,931.40"
Georgia,2003,Robbery - Property,Robbery,220,239,"2,54,84,503.20","3,89,95,357.50"
Kansas,2003,Robbery - Property,Robbery,8,14,"10,24,452.00","19,99,459.00"
Indiana,2003,Robbery - Property,Robbery,44,131,"48,31,236.00","1,12,53,840.40"
South Carolina,2003,Robbery - Property,Robbery,218,687,"52,20,850.80","1,89,19,525.90"
Michigan,2003,Robbery - Property,Robbery,435,732,"1,37,94,421.20","2,83,79,179.40"
Missouri,2003,Robbery - Property,Robbery,268,488,"1,05,78,984.00","1,72,36,050.70"
Arizona,2003,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2003,Robbery - Property,Robbery,917,1340,"5,48,20,716.00","7,74,24,857.40"
Arkansas,2003,Robbery - Property,Robbery,1093,1746,"4,30,54,106.40","14,93,89,793.30"
Ohio,2003,Robbery - Property,Robbery,1,5,"3,120.00","13,78,960.00"
West Virginia,2003,Robbery - Property,Robbery,9,113,"2,79,000.00","10,58,292.40"
Utah,2003,Robbery - Property,Robbery,14,18,"1,33,304.40","1,57,014.00"
North Dakota,2003,Robbery - Property,Robbery,14,66,"3,86,791.20","10,09,608.60"
Louisiana,2003,Robbery - Property,Robbery,528,734,"1,32,09,343.20","2,22,11,354.00"
Pennsylvania,2003,Robbery - Property,Robbery,8,9,"3,55,860.00","4,14,645.00"
Oregon,2003,Robbery - Property,Robbery,65,92,"57,98,332.80","1,69,06,514.90"
Vermont,2003,Robbery - Property,Robbery,349,492,"3,19,74,422.40","7,14,60,181.10"
Guam,2003,Robbery - Property,Robbery,1,3,"78,000.00","20,42,700.00"
Wisconsin,2003,Robbery - Property,Robbery,414,437,"2,41,65,723.60","3,49,07,716.80"
Oklahoma,2003,Robbery - Property,Robbery,13,59,"77,784.00","10,12,154.00"
District of Columbia,2003,Robbery - Property,Robbery,783,1297,"6,92,85,048.00","12,76,72,464.70"
Texas,2003,Robbery - Property,Robbery,82,119,"41,33,875.20","86,59,136.20"
New Mexico,2003,Robbery - Property,Robbery,242,508,"1,03,80,907.20","2,79,51,135.30"
Nevada,2004,Robbery - Property,Robbery,2,3,"74,400.00","68,200.00"
Montana,2004,Robbery - Property,Robbery,281,479,"1,34,11,729.20","2,49,41,690.40"
Maryland,2004,Robbery - Property,Robbery,12,38,"4,26,400.80","10,48,345.10"
Delaware,2004,Robbery - Property,Robbery,115,429,"36,31,690.80","1,38,81,502.80"
Florida,2004,Robbery - Property,Robbery,425,2538,"2,58,65,169.60","10,97,68,778.90"
Colorado,2004,Robbery - Property,Robbery,6,5,"2,56,200.00","2,34,850.00"
South Dakota,2004,Robbery - Property,Robbery,215,309,"32,91,644.40","81,11,170.10"
California,2004,Robbery - Property,Robbery,1,2,"3,60,000.00","4,65,300.00"
Hawaii,2004,Robbery - Property,Robbery,1,1,"1,20,000.00","1,10,000.00"
New York,2004,Robbery - Property,Robbery,402,392,"77,72,558.40","49,25,33,366.60"
Idaho,2004,Robbery - Property,Robbery,8,14,"5,14,200.00","12,05,138.00"
Minnesota,2004,Robbery - Property,Robbery,556,946,"3,53,88,568.80","11,21,66,036.40"
Georgia,2004,Robbery - Property,Robbery,187,207,"3,20,90,738.40","4,18,96,826.40"
Kansas,2004,Robbery - Property,Robbery,11,17,"8,50,142.40","20,53,703.30"
Indiana,2004,Robbery - Property,Robbery,46,110,"59,86,788.00","95,10,869.50"
South Carolina,2004,Robbery - Property,Robbery,185,663,"43,65,676.80","3,58,85,274.70"
Michigan,2004,Robbery - Property,Robbery,453,870,"2,64,72,256.80","5,53,05,443.60"
Missouri,2004,Robbery - Property,Robbery,293,515,"69,79,885.20","1,99,17,511.90"
Arizona,2004,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2004,Robbery - Property,Robbery,976,1297,"4,66,31,424.00","7,89,41,806.90"
Arkansas,2004,Robbery - Property,Robbery,1118,1838,"4,61,02,684.80","18,46,01,849.30"
Ohio,2004,Robbery - Property,Robbery,#VALUE!,3,#VALUE!,"2,16,700.00"
West Virginia,2004,Robbery - Property,Robbery,17,62,"3,76,944.00","9,60,388.00"
Utah,2004,Robbery - Property,Robbery,4,5,"36,600.00","35,970.00"
North Dakota,2004,Robbery - Property,Robbery,3,23,"7,440.00","29,77,989.30"
Louisiana,2004,Robbery - Property,Robbery,512,809,"1,44,49,666.80","2,69,61,189.20"
Pennsylvania,2004,Robbery - Property,Robbery,1,1,"5,520.00","5,060.00"
Oregon,2004,Robbery - Property,Robbery,52,66,"86,82,852.00","2,03,11,644.10"
Vermont,2004,Robbery - Property,Robbery,348,519,"3,55,14,560.40","4,39,09,386.40"
Guam,2004,Robbery - Property,Robbery,#VALUE!,4,#VALUE!,"1,46,300.00"
Wisconsin,2004,Robbery - Property,Robbery,374,394,"1,73,54,445.60","2,28,38,906.20"
Oklahoma,2004,Robbery - Property,Robbery,12,39,"2,31,810.00","8,99,807.70"
District of Columbia,2004,Robbery - Property,Robbery,1012,1719,"12,73,64,026.80","20,53,29,421.00"
Texas,2004,Robbery - Property,Robbery,62,114,"35,10,894.00","70,52,899.70"
New Mexico,2004,Robbery - Property,Robbery,209,455,"1,05,73,863.60","2,67,14,814.50"
Nevada,2005,Robbery - Property,Robbery,4,3,"53,808.00","49,324.00"
Montana,2005,Robbery - Property,Robbery,365,666,"1,41,89,575.20","3,27,88,191.70"
Maryland,2005,Robbery - Property,Robbery,28,65,"6,54,238.80","18,35,544.70"
Delaware,2005,Robbery - Property,Robbery,116,383,"34,04,380.80","1,43,55,806.30"
Florida,2005,Robbery - Property,Robbery,448,2018,"2,11,95,646.80","7,17,57,958.80"
Colorado,2005,Robbery - Property,Robbery,10,10,"12,47,580.00","11,93,665.00"
South Dakota,2005,Robbery - Property,Robbery,221,341,"46,08,418.80","1,10,56,752.30"
California,2005,Robbery - Property,Robbery,2,2,"90,000.00","82,500.00"
Hawaii,2005,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
New York,2005,Robbery - Property,Robbery,459,434,"83,59,179.60","4,53,24,121.70"
Idaho,2005,Robbery - Property,Robbery,12,21,"14,98,656.00","37,16,285.10"
Minnesota,2005,Robbery - Property,Robbery,533,795,"2,79,53,749.20","6,61,10,623.70"
Georgia,2005,Robbery - Property,Robbery,286,318,"4,94,33,037.60","6,65,92,079.40"
Kansas,2005,Robbery - Property,Robbery,10,19,"7,26,135.60","17,39,327.70"
Indiana,2005,Robbery - Property,Robbery,47,99,"26,08,455.60","77,11,803.00"
South Carolina,2005,Robbery - Property,Robbery,166,593,"59,11,312.80","2,34,13,907.00"
Michigan,2005,Robbery - Property,Robbery,684,1022,"2,28,98,402.40","4,69,21,446.00"
Missouri,2005,Robbery - Property,Robbery,238,462,"72,18,540.00","2,80,71,084.80"
Arizona,2005,Robbery - Property,Robbery,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Alaska,2005,Robbery - Property,Robbery,927,1323,"4,30,01,620.80","7,54,70,461.00"
Arkansas,2005,Robbery - Property,Robbery,1358,2008,"5,31,72,414.00","14,37,44,395.30"
Ohio,2005,Robbery - Property,Robbery,#VALUE!,7,#VALUE!,"5,74,497.00"
West Virginia,2005,Robbery - Property,Robbery,15,71,"4,57,344.00","17,36,621.70"
Utah,2005,Robbery - Property,Robbery,1,5,360,"18,260.00"
North Dakota,2005,Robbery - Property,Robbery,20,68,"1,15,410.00","11,47,179.00"
Louisiana,2005,Robbery - Property,Robbery,595,848,"95,30,670.00","2,49,29,503.50"
Pennsylvania,2005,Robbery - Property,Robbery,2,4,"24,888.00","8,78,284.00"
Oregon,2005,Robbery - Property,Robbery,72,72,"1,83,10,248.00","3,04,58,666.70"
Vermont,2005,Robbery - Property,Robbery,356,466,"3,88,48,339.20","5,06,60,299.80"
Guam,2005,Robbery - Property,Robbery,#VALUE!,3,#VALUE!,"2,58,500.00"
Wisconsin,2005,Robbery - Property,Robbery,368,371,"1,82,71,675.20","2,56,11,796.10"
Oklahoma,2005,Robbery - Property,Robbery,10,52,"3,56,724.00","11,40,076.30"
District of Columbia,2005,Robbery - Property,Robbery,871,1378,"7,78,71,295.20","16,18,22,117.60"
Texas,2005,Robbery - Property,Robbery,60,117,"54,93,414.00","92,01,912.50"
New Mexico,2005,Robbery - Property,Robbery,157,362,"53,29,902.00","1,49,51,629.00"
Nevada,2006,Robbery - Property,Robbery,5,4,"26,400.00","24,244.00"
Montana,2006,Robbery - Property,Robbery,346,569,"2,19,10,807.20","4,64,47,138.10"
Maryland,2006,Robbery - Property,Robbery,38,63,"13,11,958.80","27,81,251.00"
Delaware,2006,Robbery - Property,Robbery,112,462,"52,68,390.00","1,30,10,914.40"
Florida,2006,Robbery - Property,Robbery,390,1844,"1,78,06,713.60","5,53,53,290.30"
Colorado,2006,Robbery - Property,Robbery,32,29,"3,84,660.00","5,79,260.00"
South Dakota,2006,Robbery - Property,Robbery,273,373,"1,11,27,050.40","2,56,12,902.70"
California,2006,Robbery - Property,Robbery,3,4,"11,520.00","1,13,740.00"
Hawaii,2006,Robbery - Property,Robbery,#VALUE!,1,#VALUE!,"6,51,948.00"
New York,2006,Robbery - Property,Robbery,490,460,"1,56,48,498.00","5,98,45,080.90"
